PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37081954","Protection of hybrid immunity against SARS-CoV-2 reinfection and severe COVID-19 during periods of Omicron variant predominance in Mexico","Montes-González JA, Zaragoza-Jiménez CA, Antonio-Villa NE, Fermín-Martínez CA, Ramírez-García D, Vargas-Vázquez A, Gutiérrez-Vargas RI, García-Rodríguez G, López-Gatell H, Valdés-Ferrer SI, Bello-Chavolla OY.","Front Public Health. 2023 Apr 4;11:1146059. doi: 10.3389/fpubh.2023.1146059. eCollection 2023.","Montes-González JA","Front Public Health","2023","2023/04/21","PMC10110947","","10.3389/fpubh.2023.1146059"
"37009864","A comparison of transmissibility of SARS-CoV-2 variants of concern","Manathunga SS, Abeyagunawardena IA, Dharmaratne SD.","Virol J. 2023 Apr 2;20(1):59. doi: 10.1186/s12985-023-02018-x.","Manathunga SS","Virol J","2023","2023/04/03","PMC10067514","","10.1186/s12985-023-02018-x"
"37009519","Genomic Surveillance for SARS-CoV-2 - China, September 26, 2022 to January 29, 2023","Wang S, Niu P, Su Q, He X, Tang J, Wang J, Feng Y, Chen C, Zhao X, Chen Z, Wang W, Yin Z, Wu Y, Wu C, Li L, Cui A, Zhang Y, Long C, Yang X, Zhang Z, Bo H, Xu W, Sars-CoV-Genome Working Group.","China CDC Wkly. 2023 Feb 17;5(7):143-151. doi: 10.46234/ccdcw2023.026.","Wang S","China CDC Wkly","2023","2023/04/03","PMC10061763","","10.46234/ccdcw2023.026"
"36995713","Transmission Characteristics and Inactivated Vaccine Effectiveness Against Transmission of SARS-CoV-2 Omicron BA.5 Variants in Urumqi, China","Wang K, Guo Z, Zeng T, Sun S, Lu Y, Wang J, Li S, Luan Z, Li H, Zhang J, Wang Y, Lu Y, Zhao S.","JAMA Netw Open. 2023 Mar 1;6(3):e235755. doi: 10.1001/jamanetworkopen.2023.5755.","Wang K","JAMA Netw Open","2023","2023/03/30","PMC10064257","","10.1001/jamanetworkopen.2023.5755"
"36992470","Stability of SARS-CoV-2 in Biological Fluids of Animals","Kwon T, Gaudreault NN, Cool K, McDowell CD, Morozov I, Richt JA.","Viruses. 2023 Mar 16;15(3):761. doi: 10.3390/v15030761.","Kwon T","Viruses","2023","2023/03/30","PMC10058514","","10.3390/v15030761"
"36977565","[Latent period and incubation period with associated factors of COVID-19 caused by Omicron variant]","Jiang XL, Qiu Y, Zhang YP, Yang P, Huang B, Lin M, Ye Y, Gao F, Li D, Qin Y, Li Y, Li ZJ.","Zhonghua Yu Fang Yi Xue Za Zhi. 2023 May 6;57(5):659-666. doi: 10.3760/cma.j.cn112150-20220926-00925.","Jiang XL","Zhonghua Yu Fang Yi Xue Za Zhi","2023","2023/03/28","","","10.3760/cma.j.cn112150-20220926-00925"
"36965504","Wastewater concentrations of human influenza, metapneumovirus, parainfluenza, respiratory syncytial virus, rhinovirus, and seasonal coronavirus nucleic-acids during the COVID-19 pandemic: a surveillance study","Boehm AB, Hughes B, Duong D, Chan-Herur V, Buchman A, Wolfe MK, White BJ.","Lancet Microbe. 2023 May;4(5):e340-e348. doi: 10.1016/S2666-5247(22)00386-X. Epub 2023 Mar 22.","Boehm AB","Lancet Microbe","2023","2023/03/25","PMC10032662","","10.1016/S2666-5247(22)00386-X"
"36950085","A Small Surge in Incidence of SARS-CoV-2 Omicron Variant in the ""Dynamic Zero"" Period","Li X, Li R, Lian Q, Wang Y, Gu W, Meng Q.","Can J Infect Dis Med Microbiol. 2023 Mar 13;2023:5262117. doi: 10.1155/2023/5262117. eCollection 2023.","Li X","Can J Infect Dis Med Microbiol","2023","2023/03/23","PMC10027456","","10.1155/2023/5262117"
"36942331","[Epidemiological characteristics of a 2019-nCoV outbreak caused by Omicron variant BF.7 in Shenzhen]","Cheng YP, Kong DF, Zhang J, Lyu ZQ, Chen ZG, Xiong HW, Lu Y, Luo QS, Lyu QY, Zhao J, Wen Y, Wan J, Lu FF, Lu JH, Zou X, Zhang Z.","Zhonghua Liu Xing Bing Xue Za Zhi. 2023 Mar 10;44(3):379-385. doi: 10.3760/cma.j.cn112338-20221031-00926.","Cheng YP","Zhonghua Liu Xing Bing Xue Za Zhi","2023","2023/03/21","","","10.3760/cma.j.cn112338-20221031-00926"
"36942330","[Analysis on infection sources and transmission chains of three outbreaks caused by 2019-nCoV Omicron variant in Beijing, China]","Wu SS, Sun Y, Dou XF, Ren ZY, Zhang JJ, Jia L, Yang P, Pang XH.","Zhonghua Liu Xing Bing Xue Za Zhi. 2023 Mar 10;44(3):373-378. doi: 10.3760/cma.j.cn112338-20221112-00966.","Wu SS","Zhonghua Liu Xing Bing Xue Za Zhi","2023","2023/03/21","","","10.3760/cma.j.cn112338-20221112-00966"
"36942329","[Study of incubation period of infection with 2019-nCoV Omicron variant BA.5.1.3]","Li WX, Cao L, Zhang DH, Cai C, Huang LJ, Zhao JN, Ning Y.","Zhonghua Liu Xing Bing Xue Za Zhi. 2023 Mar 10;44(3):367-372. doi: 10.3760/cma.j.cn112338-20221212-01060.","Li WX","Zhonghua Liu Xing Bing Xue Za Zhi","2023","2023/03/21","","","10.3760/cma.j.cn112338-20221212-01060"
"36929985","Bayesian reconstruction of household transmissions to infer the serial interval of COVID-19 by variants of concern: analysis from a prospective community cohort study (Virus Watch)","Geismar C, Nguyen V, Fragaszy E, Shrotri M, Navaratnam AMD, Beale S, Byrne TE, Fong WLE, Yavlinsky A, Kovar J, Braithwaite I, Aldridge RW, Hayward AC, White P, Jombart T, Cori A.","Lancet. 2022 Nov;400 Suppl 1:S40. doi: 10.1016/S0140-6736(22)02250-4. Epub 2022 Nov 24.","Geismar C","Lancet","2022","2023/03/17","PMC9691060","","10.1016/S0140-6736(22)02250-4"
"36892159","Comparing the incubation period, serial interval, and infectiousness profile between SARS-CoV-2 Omicron and Delta variants","Guo Z, Zhao S, Mok CKP, So RTY, Yam CHK, Chow TY, Chan TCP, Wei Y, Jia KM, Wang MH, Chong KC, Yeoh EK.","J Med Virol. 2023 Mar;95(3):e28648. doi: 10.1002/jmv.28648.","Guo Z","J Med Virol","2023","2023/03/09","","","10.1002/jmv.28648"
"36878009","Serial Intervals and Incubation Periods of SARS-CoV-2 Omicron and Delta Variants, Singapore","Zeng K, Santhya S, Soong A, Malhotra N, Pushparajah D, Thoon KC, Yeo B, Ho ZJM, Cheng MCI.","Emerg Infect Dis. 2023 Apr;29(4):814-817. doi: 10.3201/eid2904.220854. Epub 2023 Mar 6.","Zeng K","Emerg Infect Dis","2023","2023/03/06","PMC10045676","","10.3201/eid2904.220854"
"36851541","Retrospective Insights of the COVID-19 Epidemic in the Major Latin American City, São Paulo, Southeastern Brazil","Assato PA, Clemente LG, Giovanetti M, Ribeiro G, Lima ARJ, Palmieri M, de Moraes LN, Kashima S, Fukumasu H, Nogueira ML, Alcantara LCJ, Nicolodelli AL, Martins AJ, Petry B, Banho CA, Dos Santos Barros CR, Moncau-Gadbem CT, Moretti DB, De La Roque DGL, Marqueze EC, Mattos EC, Silva FEVD, Da Costa FADS, Cacherik G, De Souza Todao Bernardino J, Lesbon JCC, Sacchetto L, De Lima LPO, Caldeira LAV, Martininghi M, Moraes MM, Poleti MD, Cattony Neto PQ, Cassano RLRC, Brassaloti RA, Slavov SN, Viala VL, Coutinho LL, Grotto RMT, Neto RM, Covas DT, Sampaio SC, Elias MC, Souza-Neto JA.","Viruses. 2023 Jan 24;15(2):327. doi: 10.3390/v15020327.","Assato PA","Viruses","2023","2023/02/28","PMC9965911","","10.3390/v15020327"
"36846035","SARS-CoV-2 Monitoring on Mink Farms in Poland","Domańska-Blicharz K, Orłowska A, Smreczak M, Munnink BO, Trębas P, Socha W, Niemczuk K, Kawiak-Sadurska M, Opolska J, Lisowska A, Giza A, Bomba A, Iwan E, Koopmans M, Rola J.","J Vet Res. 2022 Dec 3;66(4):449-458. doi: 10.2478/jvetres-2022-0066. eCollection 2022 Dec.","Domańska-Blicharz K","J Vet Res","2022","2023/02/27","PMC9944996","","10.2478/jvetres-2022-0066"
"36843225","Household transmission of SARS-CoV-2 during the Omicron wave in Shanghai, China: A case-ascertained study","Wei Z, Ma W, Wang Z, Li J, Fu X, Chang H, Qiu Y, Tian H, Zhu Y, Xia A, Wu Q, Liu G, Zhai X, Zhang X, Wang Y, Zeng M.","Influenza Other Respir Viruses. 2023 Feb;17(2):e13097. doi: 10.1111/irv.13097.","Wei Z","Influenza Other Respir Viruses","2023","2023/02/27","PMC9946695","","10.1111/irv.13097"
"36842392","Dual computational and biological assessment of some promising nucleoside analogs against the COVID-19-Omicron variant","Abdalla M, Rabie AM.","Comput Biol Chem. 2023 Jun;104:107768. doi: 10.1016/j.compbiolchem.2022.107768. Epub 2022 Sep 7.","Abdalla M","Comput Biol Chem","2023","2023/02/26","PMC9450471","","10.1016/j.compbiolchem.2022.107768"
"36824395","Estimating the serial intervals of SARS-CoV-2 Omicron BA.4, BA.5, and BA.2.12.1 variants in Hong Kong","Guo Z, Zhao S, Yam CHK, Li C, Jiang X, Chow TY, Chong KC, Yeoh EK.","Influenza Other Respir Viruses. 2023 Feb 8;17(2):e13105. doi: 10.1111/irv.13105. eCollection 2023 Feb.","Guo Z","Influenza Other Respir Viruses","2023","2023/02/24","PMC9942273","","10.1111/irv.13105"
"36798145","Novel Investigational Anti-SARS-CoV-2 Agent Ensitrelvir ""S-217622"": A Very Promising Potential Universal Broad-Spectrum Antiviral at the Therapeutic Frontline of Coronavirus Species","Eltayb WA, Abdalla M, Rabie AM.","ACS Omega. 2023 Jan 30;8(6):5234-5246. doi: 10.1021/acsomega.2c03881. eCollection 2023 Feb 14.","Eltayb WA","ACS Omega","2023","2023/02/17","PMC9897045","","10.1021/acsomega.2c03881"
"36787734","SARS-CoV-2 Incubation Period during the Omicron BA.5-Dominant Period in Japan","Ogata T, Tanaka H.","Emerg Infect Dis. 2023 Mar;29(3):595-598. doi: 10.3201/eid2903.221360. Epub 2023 Feb 14.","Ogata T","Emerg Infect Dis","2023","2023/02/14","PMC9973685","","10.3201/eid2903.221360"
"36774538","Infection-Induced Immunity Is Associated With Protection Against Severe Acute Respiratory Syndrome Coronavirus 2 Infection and Decreased Infectivity","Frutos AM, Kuan G, Lopez R, Ojeda S, Shotwell A, Sanchez N, Saborio S, Plazaola M, Barilla C, Kenah E, Balmaseda A, Gordon A.","Clin Infect Dis. 2023 Jun 16;76(12):2126-2133. doi: 10.1093/cid/ciad074.","Frutos AM","Clin Infect Dis","2023","2023/02/12","PMC10273383","","10.1093/cid/ciad074"
"36736993","A comparative study on epidemiological characteristics, transmissibility, and pathogenicity of three COVID-19 outbreaks caused by different variants","Liu C, Lu J, Li P, Feng S, Guo Y, Li K, Zhao B, Su Y, Chen T, Zou X.","Int J Infect Dis. 2023 Feb 1;134:78-87. doi: 10.1016/j.ijid.2023.01.039. Online ahead of print.","Liu C","Int J Infect Dis","2023","2023/02/03","PMC9890806","","10.1016/j.ijid.2023.01.039"
"36718467","A Series of Adenosine Analogs as the First Efficacious Anti-SARS-CoV-2 Drugs against the B.1.1.529.4 Lineage: A Preclinical Repurposing Research Study","Rabie AM, Abdalla M.","ChemistrySelect. 2022 Dec 13;7(46):e202201912. doi: 10.1002/slct.202201912. Epub 2022 Dec 8.","Rabie AM","ChemistrySelect","2022","2023/01/31","PMC9877610","","10.1002/slct.202201912"
"36715661","Favorable outcomes of COVID-19 in vaccinated hematopoietic stem cell transplant recipients: A single-center experience","Tan JY, Wee LE, Tan YH, Conceicao EP, Lim FWI, Chen Y, Than H, Quek JKS, Nagarajan C, Goh YT, Hwang WYK, Phua GC, Chung SJ, Tan TT, Linn YC, Ho AYL, Tan BH.","Transpl Infect Dis. 2023 Jun;25(3):e14024. doi: 10.1111/tid.14024. Epub 2023 Feb 7.","Tan JY","Transpl Infect Dis","2023","2023/01/30","","","10.1111/tid.14024"
"36696405","SARS-CoV-2 variants-associated outbreaks of COVID-19 in a tertiary institution, North-Central Nigeria: Implications for epidemic control","Adeyemi OO, Ndodo ND, Sulaiman MK, Ayansola OT, Buhari OIN, Akanbi OA, Bolarinwa OA, Chukwu C, Joel IY, Omoare AA, Wahab KW, Obiekea C, Buhari MO, Ahumibe A, Kolawole CF, Okoi C, Omotesho OB, Mba N, Adeniyi O, Babatunde O, Akintunde N, Ayinla G, Akande OW, Odunola RA, Saka MJ, Musa OI, Durotoye IA, Ihekweazu C, Adetifa IM, Fadeyi A.","PLoS One. 2023 Jan 25;18(1):e0280756. doi: 10.1371/journal.pone.0280756. eCollection 2023.","Adeyemi OO","PLoS One","2023","2023/01/25","PMC9876355","","10.1371/journal.pone.0280756"
"36690820","Potent Dual Polymerase/Exonuclease Inhibitory Activities of Antioxidant Aminothiadiazoles Against the COVID-19 Omicron Virus: A Promising In Silico/In Vitro Repositioning Research Study","Rabie AM, Eltayb WA.","Mol Biotechnol. 2023 Jan 24:1-20. doi: 10.1007/s12033-022-00551-8. Online ahead of print.","Rabie AM","Mol Biotechnol","2023","2023/01/23","PMC9870775","","10.1007/s12033-022-00551-8"
"36620243","How fast and how well the Omicron epidemic was curtailed. A Guangzhou experience to share","Cai W, Yang Z, Liang J, Lin Z, Ma Y, Chen C, Li Y, Li Y, Mai Z, Mai K, Kong X, Liang X, Li Q, Tu C, Chen C, Hon C, Qin P, Li K, Li X, Miao Y, Liu X, Guan W, Zeng Z, Qiu W, He W, Zhang L, Yang Z, Zhong N.","Front Public Health. 2022 Dec 21;10:979063. doi: 10.3389/fpubh.2022.979063. eCollection 2022.","Cai W","Front Public Health","2022","2023/01/09","PMC9812567","","10.3389/fpubh.2022.979063"
"36583790","Intrinsic D614G and P681R/H mutations in SARS-CoV-2 VoCs Alpha, Delta, Omicron and viruses with D614G plus key signature mutations in spike protein alters fusogenicity and infectivity","Khatri R, Siddqui G, Sadhu S, Maithil V, Vishwakarma P, Lohiya B, Goswami A, Ahmed S, Awasthi A, Samal S.","Med Microbiol Immunol. 2023 Feb;212(1):103-122. doi: 10.1007/s00430-022-00760-7. Epub 2022 Dec 30.","Khatri R","Med Microbiol Immunol","2023","2022/12/30","PMC9801140","","10.1007/s00430-022-00760-7"
"36581627","The frequency of defective genomes in Omicron differs from that of the Alpha, Beta and Delta variants","Campos C, Colomer-Castell S, Garcia-Cehic D, Gregori J, Andrés C, Piñana M, González-Sánchez A, Borràs B, Parés-Badell O, Adombi CM, Ibañez-Lligoña M, Esperalba J, Codina MG, Rando-Segura A, Saubí N, Esteban JI, Rodriguez-Frías F, Pumarola T, Antón A, Quer J.","Sci Rep. 2022 Dec 29;12(1):22571. doi: 10.1038/s41598-022-24918-8.","Campos C","Sci Rep","2022","2022/12/29","PMC9799681","","10.1038/s41598-022-24918-8"
"36568658","A mathematical prediction model of infectious diseases considering vaccine and temperature, and its prediction in Hong Kong","Ai H, Wang Q, Liu W.","Heliyon. 2022 Dec;8(12):e12469. doi: 10.1016/j.heliyon.2022.e12469. Epub 2022 Dec 21.","Ai H","Heliyon","2022","2022/12/26","PMC9767883","","10.1016/j.heliyon.2022.e12469"
"36511336","Transmission dynamics of SARS-CoV-2 Omicron variant infections in Hangzhou, Zhejiang, China, January-February 2022","Xin H, Wang Z, Feng S, Sun Z, Yu L, Cowling BJ, Kong Q, Wu P.","Int J Infect Dis. 2023 Jan;126:132-135. doi: 10.1016/j.ijid.2022.10.033. Epub 2022 Oct 28.","Xin H","Int J Infect Dis","2023","2022/12/13","PMC9616478","","10.1016/j.ijid.2022.10.033"
"36494484","Effective screening strategies for safe opening of universities under Omicron and Delta variants of COVID-19","Rabil MJ, Tunc S, Bish DR, Bish EK.","Sci Rep. 2022 Dec 9;12(1):21309. doi: 10.1038/s41598-022-25801-2.","Rabil MJ","Sci Rep","2022","2022/12/09","PMC9734754","","10.1038/s41598-022-25801-2"
"36444451","[Epidemiological characteristics of two local COVID-19 outbreaks caused by 2019-nCoV Omicron variant in Guangzhou, China]","Huang Y, Zheng ZW, Chen C, Li K, Chen SY, Chen YY, Jing QL, Ma Y, Luo L, Yang ZC, Zhang ZB.","Zhonghua Liu Xing Bing Xue Za Zhi. 2022 Nov 10;43(11):1705-1710. doi: 10.3760/cma.j.cn112338-20220523-00450.","Huang Y","Zhonghua Liu Xing Bing Xue Za Zhi","2022","2022/11/29","","","10.3760/cma.j.cn112338-20220523-00450"
"36436313","Transmisión del SARS-CoV-2 en escolares durante el primer trimestre del curso 2021/2022 en la provincia de Albacete: incidencia e impacto de las nuevas variantes","Cárdenas Soriano MDP, Medrano Sánchez JC, Gómez Martínez JA.","Aten Primaria. 2023 Jan;55(1):102516. doi: 10.1016/j.aprim.2022.102516. Epub 2022 Nov 7.","Cárdenas Soriano MDP","Aten Primaria","2023","2022/11/27","PMC9637510","","10.1016/j.aprim.2022.102516"
"36427472","Modelling the dynamics of infection, waning of immunity and re-infection with the Omicron variant of SARS-CoV-2 in Aotearoa New Zealand","Vattiatio G, Lustig A, Maclaren OJ, Plank MJ.","Epidemics. 2022 Dec;41:100657. doi: 10.1016/j.epidem.2022.100657. Epub 2022 Nov 21.","Vattiatio G","Epidemics","2022","2022/11/25","PMC9677563","","10.1016/j.epidem.2022.100657"
"36411262","Comparative analysis of SARS-CoV-2 Omicron BA.2.12.1 and BA.5.2 variants","Ong CP, Ye ZW, Tang K, Liang R, Xie Y, Zhang H, Qin Z, Sun H, Wang TY, Cheng Y, Chu H, Chan JF, Jin DY, Yuan S.","J Med Virol. 2023 Jan;95(1):e28326. doi: 10.1002/jmv.28326. Epub 2022 Nov 28.","Ong CP","J Med Virol","2023","2022/11/21","","","10.1002/jmv.28326"
"36324075","Retrospective analysis of SARS-CoV-2 omicron invasion over delta in French regions in 2021-22: a status-based multi-variant model","Haschka T, Vergu E, Roche B, Poletto C, Opatowski L.","BMC Infect Dis. 2022 Nov 3;22(1):815. doi: 10.1186/s12879-022-07821-5.","Haschka T","BMC Infect Dis","2022","2022/11/03","PMC9630076","","10.1186/s12879-022-07821-5"
"36277843","Association between the infection probability of COVID-19 and ventilation rates: An update for SARS-CoV-2 variants","Dai H, Zhao B.","Build Simul. 2023;16(1):3-12. doi: 10.1007/s12273-022-0952-6. Epub 2022 Oct 19.","Dai H","Build Simul","2023","2022/10/24","PMC9579617","","10.1007/s12273-022-0952-6"
"36269056","COVID-19 cluster size and transmission rates in schools from crowdsourced case reports","Tupper P, Pai S; COVID Schools Canada; Colijn C.","Elife. 2022 Oct 21;11:e76174. doi: 10.7554/eLife.76174.","Tupper P","Elife","2022","2022/10/21","PMC9711516","","10.7554/eLife.76174"
"36241688","Estimation of R0 for the spread of SARS-CoV-2 in Germany from excess mortality","Prada JP, Maag LE, Siegmund L, Bencurova E, Liang C, Koutsilieri E, Dandekar T, Scheller C.","Sci Rep. 2022 Oct 14;12(1):17221. doi: 10.1038/s41598-022-22101-7.","Prada JP","Sci Rep","2022","2022/10/14","PMC9562071","","10.1038/s41598-022-22101-7"
